Original Part,Alternative Part,Similarity Score
A520,A522,0.8578
A520,A514,0.8523
A520,A504,0.8482
A520,A516,0.847
A521,A523,0.9281
A521,A531,0.9276
A521,A525,0.9274
A521,A515,0.9257
A521,A517,0.9257
A522,A494,0.9868
A522,A524,0.8653
A522,A530,0.8627
A522,A516,0.8606
A522,A504,0.86
A523,A495,0.9477
A523,A531,0.9308
A523,A525,0.9297
A523,A521,0.9281
A523,A519,0.9269
A524,A491,0.9924
A524,A522,0.8653
A524,A494,0.8523
A524,A530,0.8473
A524,A516,0.8458
A525,A492,0.953
A525,A523,0.9297
A525,A531,0.9296
A525,A521,0.9274
A525,A517,0.9258
A526,A522,0.8515
A526,A494,0.8392
A526,A524,0.8367
A526,A530,0.8359
A526,A528,0.8317
A527,A523,0.9237
A527,A531,0.9237
A527,A525,0.923
A527,A521,0.9212
A527,A517,0.9197
A528,A522,0.8572
A528,A494,0.8432
A528,A524,0.8418
A528,A530,0.8387
A528,A516,0.8386
A529,A531,0.9263
A529,A523,0.9256
A529,A525,0.9245
A529,A521,0.922
A529,A495,0.9216
A530,A496,0.9853
A530,A522,0.8627
A530,A494,0.8494
A530,A524,0.8473
A530,A516,0.8408
A531,A519,0.9646
A531,A497,0.9534
A531,A523,0.9308
A531,A525,0.9296
A531,A521,0.9276
A532,A155,0.5209
A532,A117,0.5162
A532,A118,0.5067
A532,A94,0.4979
A532,A150,0.4941
A533,A534,0.8983
A533,A154,0.7399
A533,A150,0.7276
A533,A151,0.6993
A533,A156,0.6796
A534,A533,0.8983
A534,A156,0.7628
A534,A680,0.6829
A534,A819,0.6812
A534,A691,0.6804
A535,A536,0.8552
A535,A537,0.8195
A535,A539,0.8147
A535,A538,0.8122
A535,A658,0.7953
A536,A535,0.8552
A536,A537,0.8056
A536,A539,0.8047
A536,A538,0.8023
A536,A594,0.7856
A537,A539,0.873
A537,A538,0.8676
A537,A535,0.8195
A537,A536,0.8056
A537,A661,0.7793
A538,A537,0.8676
A538,A539,0.8674
A538,A535,0.8122
A538,A536,0.8023
A538,A664,0.7726
A539,A537,0.873
A539,A538,0.8674
A539,A535,0.8147
A539,A536,0.8047
A539,A666,0.7708
A540,A554,0.9453
A540,A567,0.9428
A540,A542,0.94
A540,A558,0.9394
A540,A560,0.9365
A541,A555,0.9183
A541,A568,0.9155
A541,A543,0.9095
A541,A561,0.9067
A541,A570,0.9042
A542,A567,0.9455
A542,A554,0.9449
A542,A540,0.94
A542,A558,0.9395
A542,A569,0.9366
A543,A555,0.9151
A543,A568,0.914
A543,A541,0.9095
A543,A563,0.9084
A543,A561,0.9032
A544,A545,1.0
A544,A556,0.9426
A544,A562,0.8319
A544,A564,0.8307
A544,A554,0.8282
A545,A545,1.0
A545,A556,0.9426
A545,A562,0.8319
A545,A564,0.8307
A545,A554,0.8282
A546,A624,0.9241
A546,A557,0.9196
A546,A590,0.8743
A546,A563,0.8719
A546,A565,0.8677
A547,A549,0.9424
A547,A556,0.8111
A547,A544,0.8097
A547,A545,0.8097
A547,A562,0.8058
A548,A551,0.8918
A548,A592,0.8644
A548,A557,0.8602
A548,A563,0.8513
A548,A546,0.8504
A549,A547,0.9424
A549,A556,0.8624
A549,A554,0.8488
A549,A567,0.8476
A549,A564,0.8237
A550,A605,0.889
A550,A587,0.8858
A550,A610,0.8854
A550,A600,0.8838
A550,A607,0.855
A551,A548,0.8918
A551,A552,0.8585
A551,A553,0.8585
A551,A557,0.8459
A551,A563,0.8361
A552,A553,1.0
A552,A594,0.8619
A552,A551,0.8585
A552,A592,0.8503
A552,A699,0.8123
A553,A553,1.0
A553,A594,0.8619
A553,A551,0.8585
A553,A592,0.8503
A553,A699,0.8123
A554,A567,0.9978
A554,A558,0.9522
A554,A560,0.9492
A554,A569,0.9471
A554,A540,0.9453
A555,A568,0.9971
A555,A561,0.9222
A555,A570,0.9194
A555,A541,0.9183
A555,A543,0.9151
A556,A544,0.9426
A556,A545,0.9426
A556,A554,0.8793
A556,A567,0.878
A556,A549,0.8624
A557,A546,0.9196
A557,A635,0.9151
A557,A632,0.9111
A557,A637,0.9102
A557,A555,0.9071
A558,A554,0.9522
A558,A567,0.9503
A558,A560,0.9438
A558,A569,0.9419
A558,A542,0.9395
A559,A563,0.8998
A559,A565,0.899
A559,A601,0.8797
A559,A557,0.8742
A559,A568,0.8665
A560,A569,0.9982
A560,A554,0.9492
A560,A567,0.9474
A560,A558,0.9438
A560,A540,0.9365
A561,A570,0.9975
A561,A555,0.9222
A561,A568,0.9198
A561,A541,0.9067
A561,A543,0.9032
A562,A564,0.9386
A562,A566,0.9282
A562,A542,0.888
A562,A567,0.8426
A562,A556,0.8403
A563,A565,0.9114
A563,A543,0.9084
A563,A559,0.8998
A563,A557,0.8909
A563,A606,0.8862
A564,A562,0.9386
A564,A566,0.9294
A564,A558,0.8947
A564,A567,0.843
A564,A556,0.8417
A565,A563,0.9114
A565,A559,0.899
A565,A557,0.8869
A565,A568,0.8773
A565,A608,0.8764
A566,A564,0.9294
A566,A562,0.9282
A566,A567,0.8365
A566,A554,0.8348
A566,A556,0.8323
A567,A554,0.9978
A567,A558,0.9503
A567,A569,0.9492
A567,A560,0.9474
A567,A542,0.9455
A568,A555,0.9971
A568,A570,0.9223
A568,A561,0.9198
A568,A541,0.9155
A568,A543,0.914
A569,A560,0.9982
A569,A567,0.9492
A569,A554,0.9471
A569,A558,0.9419
A569,A542,0.9366
A570,A561,0.9975
A570,A568,0.9223
A570,A555,0.9194
A570,A541,0.9042
A570,A543,0.9022
A571,A521,0.6338
A571,A505,0.633
A571,A519,0.6328
A571,A495,0.6324
A571,A490,0.6321
A572,A577,0.9483
A572,A542,0.9325
A572,A567,0.8765
A572,A554,0.876
A572,A540,0.8743
A573,A557,0.8024
A573,A546,0.7837
A573,A563,0.7668
A573,A565,0.7649
A573,A598,0.7621
A574,A575,0.7583
A574,A578,0.7565
A574,A599,0.7462
A574,A701,0.7425
A574,A709,0.742
A575,A578,0.9839
A575,A597,0.929
A575,A612,0.9206
A575,A596,0.9127
A575,A701,0.882
A576,A236,0.4262
A576,A342,0.4262
A576,A758,0.1776
A576,A821,0.1496
A576,A861,0.1451
A577,A572,0.9483
A577,A567,0.931
A577,A554,0.9291
A577,A558,0.883
A577,A569,0.8816
A578,A575,0.9839
A578,A612,0.9394
A578,A596,0.9259
A578,A597,0.9152
A578,A709,0.8985
A579,A580,0.7534
A579,A581,0.7337
A579,A583,0.7118
A579,A582,0.6898
A579,A514,0.5862
A580,A581,0.7849
A580,A583,0.769
A580,A579,0.7534
A580,A582,0.7375
A580,A494,0.6093
A581,A580,0.7849
A581,A583,0.7725
A581,A579,0.7337
A581,A582,0.7333
A581,A506,0.6164
A582,A580,0.7375
A582,A583,0.7358
A582,A581,0.7333
A582,A579,0.6898
A582,A518,0.6608
A583,A581,0.7725
A583,A580,0.769
A583,A582,0.7358
A583,A579,0.7118
A583,A528,0.622
A584,A602,0.947
A584,A586,0.9465
A584,A589,0.8327
A584,A604,0.8146
A584,A609,0.8126
A585,A693,0.9301
A585,A612,0.8961
A585,A596,0.8926
A585,A588,0.8884
A585,A603,0.8836
A586,A584,0.9465
A586,A602,0.9461
A586,A589,0.8315
A586,A604,0.8251
A586,A609,0.8102
A587,A605,0.9493
A587,A610,0.9159
A587,A600,0.9141
A587,A550,0.8858
A587,A607,0.8608
A588,A695,0.9258
A588,A612,0.8982
A588,A596,0.8913
A588,A585,0.8884
A588,A603,0.8833
A589,A584,0.8327
A589,A586,0.8315
A589,A602,0.8305
A589,A593,0.8304
A589,A595,0.8293
A590,A623,0.9399
A590,A598,0.8971
A590,A747,0.8901
A590,A696,0.8755
A590,A546,0.8743
A591,A593,0.946
A591,A595,0.9425
A591,A589,0.8278
A591,A586,0.776
A591,A584,0.7751
A592,A594,0.9035
A592,A548,0.8644
A592,A552,0.8503
A592,A553,0.8503
A592,A626,0.8077
A593,A591,0.946
A593,A595,0.9448
A593,A589,0.8304
A593,A604,0.7806
A593,A609,0.7798
A594,A592,0.9035
A594,A552,0.8619
A594,A553,0.8619
A594,A598,0.8291
A594,A612,0.8054
A595,A593,0.9448
A595,A591,0.9425
A595,A589,0.8293
A595,A586,0.7809
A595,A584,0.7804
A596,A597,0.984
A596,A612,0.9819
A596,A701,0.9474
A596,A709,0.9453
A596,A578,0.9259
A597,A596,0.984
A597,A612,0.9711
A597,A701,0.9341
A597,A709,0.9316
A597,A575,0.929
A598,A651,0.9339
A598,A634,0.9305
A598,A636,0.9246
A598,A629,0.9236
A598,A752,0.8988
A599,A574,0.7462
A599,A705,0.7013
A599,A612,0.6735
A599,A601,0.6704
A599,A585,0.67
A600,A605,0.9667
A600,A610,0.9642
A600,A587,0.9141
A600,A607,0.8982
A600,A550,0.8838
A601,A917,0.913
A601,A920,0.913
A601,A919,0.913
A601,A559,0.8797
A601,A608,0.8673
A602,A584,0.947
A602,A586,0.9461
A602,A589,0.8305
A602,A604,0.813
A602,A609,0.8114
A603,A614,0.9876
A603,A706,0.936
A603,A710,0.9347
A603,A612,0.903
A603,A596,0.8961
A604,A609,0.9413
A604,A589,0.8262
A604,A586,0.8251
A604,A584,0.8146
A604,A602,0.813
A605,A600,0.9667
A605,A610,0.9666
A605,A587,0.9493
A605,A607,0.8978
A605,A550,0.889
A606,A810,0.9281
A606,A828,0.9154
A606,A928,0.9108
A606,A929,0.9108
A606,A930,0.9108
A607,A643,0.9075
A607,A600,0.8982
A607,A605,0.8978
A607,A610,0.8969
A607,A650,0.8796
A608,A811,0.9156
A608,A707,0.9117
A608,A931,0.903
A608,A932,0.903
A608,A933,0.903
A609,A604,0.9413
A609,A589,0.8238
A609,A584,0.8126
A609,A602,0.8114
A609,A586,0.8102
A610,A605,0.9666
A610,A600,0.9642
A610,A587,0.9159
A610,A607,0.8969
A610,A550,0.8854
A611,A815,0.9389
A611,A708,0.935
A611,A942,0.9227
A611,A943,0.9227
A611,A944,0.9227
A612,A596,0.9819
A612,A597,0.9711
A612,A578,0.9394
A612,A709,0.9307
A612,A701,0.9257
A613,A612,0.896
A613,A596,0.8835
A613,A603,0.8784
A613,A614,0.8773
A613,A615,0.8745
A614,A603,0.9876
A614,A710,0.9514
A614,A706,0.9479
A614,A596,0.911
A614,A612,0.9017
A615,A612,0.8981
A615,A596,0.8851
A615,A603,0.8799
A615,A614,0.8793
A615,A597,0.8754
A616,A628,0.9122
A616,A619,0.9108
A616,A622,0.91
A616,A625,0.909
A616,A646,0.8267
A617,A651,0.8778
A617,A634,0.8694
A617,A629,0.8674
A617,A636,0.8672
A617,A618,0.8657
A618,A632,0.921
A618,A635,0.9191
A618,A637,0.9175
A618,A630,0.9147
A618,A621,0.9095
A619,A628,0.9502
A619,A622,0.9486
A619,A625,0.9483
A619,A616,0.9108
A619,A633,0.8321
A620,A634,0.9045
A620,A636,0.9004
A620,A629,0.8997
A620,A626,0.8887
A620,A623,0.8884
A621,A635,0.9249
A621,A632,0.9223
A621,A637,0.9216
A621,A630,0.9188
A621,A624,0.912
A622,A628,0.9499
A622,A619,0.9486
A622,A625,0.948
A622,A616,0.91
A622,A633,0.8319
A623,A590,0.9399
A623,A636,0.906
A623,A634,0.9019
A623,A629,0.9011
A623,A620,0.8884
A624,A637,0.9251
A624,A546,0.9241
A624,A635,0.9219
A624,A632,0.9217
A624,A630,0.919
A625,A628,0.9495
A625,A619,0.9483
A625,A622,0.948
A625,A616,0.909
A625,A633,0.8315
A626,A634,0.9015
A626,A629,0.9007
A626,A636,0.9001
A626,A620,0.8887
A626,A623,0.8883
A627,A635,0.922
A627,A632,0.9209
A627,A637,0.9207
A627,A630,0.9188
A627,A621,0.9118
A628,A619,0.9502
A628,A622,0.9499
A628,A625,0.9495
A628,A616,0.9122
A628,A633,0.8462
A629,A634,0.9927
A629,A636,0.9923
A629,A631,0.9546
A629,A651,0.9478
A629,A598,0.9236
A630,A632,0.9912
A630,A635,0.9912
A630,A637,0.9907
A630,A652,0.9765
A630,A640,0.9197
A631,A634,0.9588
A631,A636,0.9585
A631,A629,0.9546
A631,A651,0.9202
A631,A647,0.8915
A632,A635,0.9966
A632,A637,0.9958
A632,A630,0.9912
A632,A652,0.9843
A632,A640,0.9298
A633,A638,0.9558
A633,A646,0.9181
A633,A628,0.8462
A633,A619,0.8321
A633,A622,0.8319
A634,A636,0.9955
A634,A629,0.9927
A634,A631,0.9588
A634,A651,0.9512
A634,A598,0.9305
A635,A632,0.9966
A635,A637,0.9961
A635,A630,0.9912
A635,A652,0.9823
A635,A640,0.9264
A636,A634,0.9955
A636,A629,0.9923
A636,A631,0.9585
A636,A651,0.9496
A636,A598,0.9246
A637,A635,0.9961
A637,A632,0.9958
A637,A630,0.9907
A637,A652,0.9814
A637,A640,0.9256
A638,A633,0.9558
A638,A646,0.9177
A638,A628,0.8322
A638,A619,0.8315
A638,A622,0.8315
A639,A644,0.9593
A639,A634,0.9058
A639,A636,0.9046
A639,A629,0.9014
A639,A641,0.8892
A640,A645,0.9855
A640,A632,0.9298
A640,A635,0.9264
A640,A637,0.9256
A640,A630,0.9197
A641,A656,0.9611
A641,A634,0.9008
A641,A636,0.8997
A641,A629,0.8959
A641,A639,0.8892
A642,A657,0.9859
A642,A632,0.9257
A642,A635,0.9224
A642,A637,0.9217
A642,A630,0.915
A643,A650,0.9729
A643,A655,0.9684
A643,A607,0.9075
A643,A605,0.86
A643,A610,0.8598
A644,A639,0.9593
A644,A651,0.9069
A644,A656,0.8861
A644,A645,0.868
A644,A684,0.8671
A645,A640,0.9855
A645,A652,0.9261
A645,A632,0.9123
A645,A635,0.9101
A645,A637,0.9092
A646,A633,0.9181
A646,A638,0.9177
A646,A616,0.8267
A646,A628,0.803
A646,A619,0.8026
A647,A631,0.8915
A647,A740,0.8674
A647,A648,0.8565
A647,A651,0.8557
A647,A636,0.8431
A648,A632,0.9104
A648,A637,0.9081
A648,A635,0.908
A648,A630,0.9007
A648,A652,0.8994
A649,A556,0.5485
A649,A544,0.5273
A649,A545,0.5273
A649,A567,0.5248
A649,A554,0.5238
A650,A643,0.9729
A650,A655,0.9698
A650,A607,0.8796
A650,A605,0.8612
A650,A610,0.8607
A651,A634,0.9512
A651,A636,0.9496
A651,A629,0.9478
A651,A598,0.9339
A651,A631,0.9202
A652,A632,0.9843
A652,A635,0.9823
A652,A637,0.9814
A652,A630,0.9765
A652,A645,0.9261
A653,A654,0.8841
A653,A651,0.8528
A653,A634,0.8404
A653,A644,0.8403
A653,A636,0.8385
A654,A632,0.8913
A654,A635,0.8895
A654,A637,0.8885
A654,A653,0.8841
A654,A630,0.8817
A655,A650,0.9698
A655,A643,0.9684
A655,A607,0.8762
A655,A610,0.8584
A655,A605,0.8583
A656,A641,0.9611
A656,A651,0.9017
A656,A644,0.8861
A656,A755,0.8803
A656,A657,0.8677
A657,A642,0.9859
A657,A652,0.9218
A657,A632,0.9083
A657,A645,0.9073
A657,A635,0.9061
A658,A659,0.9673
A658,A689,0.8961
A658,A670,0.8937
A658,A671,0.8914
A658,A687,0.8857
A659,A658,0.9673
A659,A673,0.9033
A659,A690,0.9009
A659,A675,0.9009
A659,A668,0.9006
A660,A669,0.9485
A660,A676,0.9469
A660,A679,0.9456
A660,A686,0.9445
A660,A591,0.7515
A661,A662,0.9835
A661,A670,0.9031
A661,A671,0.9006
A661,A673,0.8935
A661,A690,0.8899
A662,A661,0.9835
A662,A673,0.911
A662,A690,0.9066
A662,A675,0.9062
A662,A668,0.9056
A663,A664,0.9512
A663,A674,0.9045
A663,A672,0.8989
A663,A667,0.8961
A663,A665,0.8859
A664,A663,0.9512
A664,A675,0.9106
A664,A673,0.906
A664,A668,0.9047
A664,A690,0.9037
A665,A666,0.9507
A665,A672,0.9008
A665,A667,0.898
A665,A674,0.898
A665,A663,0.8859
A666,A665,0.9507
A666,A673,0.9073
A666,A668,0.9059
A666,A690,0.9056
A666,A675,0.9053
A667,A672,0.9904
A667,A674,0.9889
A667,A670,0.9544
A667,A671,0.9527
A667,A668,0.9453
A668,A673,0.9922
A668,A675,0.9911
A668,A690,0.991
A668,A671,0.9787
A668,A670,0.9773
A669,A660,0.9485
A669,A676,0.9476
A669,A679,0.9464
A669,A686,0.9452
A669,A593,0.762
A670,A671,0.9985
A670,A690,0.9842
A670,A673,0.9834
A670,A675,0.9816
A670,A668,0.9773
A671,A670,0.9985
A671,A690,0.9853
A671,A673,0.9846
A671,A675,0.9827
A671,A668,0.9787
A672,A674,0.9938
A672,A667,0.9904
A672,A670,0.9579
A672,A671,0.9558
A672,A673,0.9476
A673,A690,0.9952
A673,A675,0.995
A673,A668,0.9922
A673,A671,0.9846
A673,A670,0.9834
A674,A672,0.9938
A674,A667,0.9889
A674,A670,0.9567
A674,A671,0.9544
A674,A675,0.9479
A675,A673,0.995
A675,A690,0.9937
A675,A668,0.9911
A675,A671,0.9827
A675,A670,0.9816
A676,A669,0.9476
A676,A660,0.9469
A676,A679,0.9449
A676,A686,0.9438
A676,A593,0.7519
A677,A682,0.9966
A677,A678,0.9872
A677,A683,0.985
A677,A670,0.911
A677,A671,0.9093
A678,A683,0.9969
A678,A677,0.9872
A678,A682,0.9827
A678,A690,0.9116
A678,A673,0.9108
A679,A669,0.9464
A679,A660,0.9456
A679,A676,0.9449
A679,A686,0.9426
A679,A593,0.7515
A680,A691,0.997
A680,A681,0.9872
A680,A692,0.9854
A680,A670,0.9066
A680,A671,0.905
A681,A692,0.9973
A681,A680,0.9872
A681,A691,0.9833
A681,A690,0.9077
A681,A673,0.9066
A682,A677,0.9966
A682,A683,0.9871
A682,A678,0.9827
A682,A670,0.9073
A682,A671,0.9051
A683,A678,0.9969
A683,A682,0.9871
A683,A677,0.985
A683,A690,0.9144
A683,A673,0.909
A684,A682,0.8972
A684,A677,0.8957
A684,A683,0.8908
A684,A678,0.8881
A684,A639,0.874
A685,A643,0.8173
A685,A607,0.806
A685,A605,0.798
A685,A610,0.7965
A685,A650,0.7956
A686,A669,0.9452
A686,A660,0.9445
A686,A676,0.9438
A686,A679,0.9426
A686,A591,0.7505
A687,A688,0.9724
A687,A689,0.8938
A687,A658,0.8857
A687,A670,0.8827
A687,A671,0.8811
A688,A687,0.9724
A688,A690,0.8971
A688,A673,0.8909
A688,A675,0.89
A688,A668,0.8849
A689,A670,0.9525
A689,A671,0.9509
A689,A690,0.9441
A689,A673,0.9407
A689,A675,0.9377
A690,A673,0.9952
A690,A675,0.9937
A690,A668,0.991
A690,A671,0.9853
A690,A670,0.9842
A691,A680,0.997
A691,A692,0.9871
A691,A681,0.9833
A691,A670,0.903
A691,A671,0.9009
A692,A681,0.9973
A692,A691,0.9871
A692,A680,0.9854
A692,A690,0.9102
A692,A673,0.905
A693,A585,0.9301
A693,A701,0.909
A693,A709,0.905
A693,A695,0.8974
A693,A706,0.8929
A694,A702,0.9411
A694,A721,0.6256
A694,A718,0.6248
A694,A730,0.6202
A694,A733,0.6198
A695,A588,0.9258
A695,A701,0.9051
A695,A709,0.9039
A695,A693,0.8974
A695,A706,0.8888
A696,A747,0.9222
A696,A704,0.9198
A696,A703,0.9137
A696,A698,0.913
A696,A697,0.9016
A697,A748,0.9222
A697,A703,0.9148
A697,A698,0.9139
A697,A704,0.9116
A697,A696,0.9016
A698,A703,0.9907
A698,A704,0.9895
A698,A749,0.9185
A698,A697,0.9139
A698,A696,0.913
A699,A750,0.9261
A699,A698,0.8995
A699,A703,0.8971
A699,A704,0.8958
A699,A700,0.8808
A700,A751,0.9237
A700,A698,0.9077
A700,A703,0.9069
A700,A704,0.905
A700,A697,0.8912
A701,A709,0.9967
A701,A757,0.9677
A701,A596,0.9474
A701,A597,0.9341
A701,A612,0.9257
A702,A694,0.9411
A702,A733,0.6349
A702,A730,0.6341
A702,A721,0.6289
A702,A718,0.6288
A703,A704,0.9939
A703,A698,0.9907
A703,A752,0.9188
A703,A697,0.9148
A703,A696,0.9137
A704,A703,0.9939
A704,A698,0.9895
A704,A696,0.9198
A704,A753,0.9188
A704,A752,0.9121
A705,A701,0.9118
A705,A709,0.9092
A705,A706,0.8979
A705,A710,0.8949
A705,A693,0.8896
A706,A710,0.997
A706,A614,0.9479
A706,A603,0.936
A706,A701,0.9147
A706,A709,0.9121
A707,A756,0.9629
A707,A811,0.9138
A707,A608,0.9117
A707,A931,0.8885
A707,A932,0.8885
A708,A611,0.935
A708,A815,0.9213
A708,A943,0.8989
A708,A944,0.8989
A708,A945,0.8989
A709,A701,0.9967
A709,A757,0.9726
A709,A596,0.9453
A709,A597,0.9316
A709,A612,0.9307
A710,A706,0.997
A710,A614,0.9514
A710,A603,0.9347
A710,A709,0.915
A710,A701,0.9114
A711,A713,0.8372
A711,A722,0.8288
A711,A719,0.8261
A711,A716,0.8255
A711,A659,0.6933
A712,A737,0.9005
A712,A729,0.891
A712,A732,0.8896
A712,A714,0.8886
A712,A720,0.8883
A713,A719,0.8794
A713,A722,0.8791
A713,A716,0.8704
A713,A711,0.8372
A713,A715,0.7295
A714,A729,0.9256
A714,A720,0.9237
A714,A732,0.9218
A714,A717,0.9215
A714,A725,0.8961
A715,A735,0.818
A715,A744,0.8159
A715,A728,0.8033
A715,A731,0.796
A715,A746,0.7845
A716,A722,0.8719
A716,A713,0.8704
A716,A719,0.8653
A716,A711,0.8255
A716,A731,0.7054
A717,A732,0.9261
A717,A729,0.9226
A717,A720,0.9218
A717,A714,0.9215
A717,A725,0.8954
A718,A721,0.9413
A718,A733,0.9321
A718,A730,0.9301
A718,A723,0.9295
A718,A726,0.8799
A719,A713,0.8794
A719,A722,0.8755
A719,A716,0.8653
A719,A711,0.8261
A719,A728,0.7008
A720,A729,0.924
A720,A714,0.9237
A720,A732,0.9224
A720,A717,0.9218
A720,A725,0.8968
A721,A730,0.9439
A721,A723,0.9428
A721,A718,0.9413
A721,A733,0.9409
A721,A726,0.891
A722,A713,0.8791
A722,A719,0.8755
A722,A716,0.8719
A722,A711,0.8288
A722,A728,0.7841
A723,A730,0.9554
A723,A733,0.9526
A723,A721,0.9428
A723,A718,0.9295
A723,A726,0.8845
A724,A728,0.8507
A724,A731,0.8505
A724,A727,0.8354
A724,A742,0.8323
A724,A768,0.8277
A725,A729,0.9003
A725,A732,0.8993
A725,A720,0.8968
A725,A714,0.8961
A725,A717,0.8954
A726,A721,0.891
A726,A723,0.8845
A726,A730,0.8829
A726,A733,0.8804
A726,A718,0.8799
A727,A742,0.9966
A727,A728,0.9394
A727,A731,0.9389
A727,A734,0.9119
A727,A736,0.9078
A728,A731,0.9953
A728,A727,0.9394
A728,A742,0.9364
A728,A734,0.8765
A728,A736,0.8727
A729,A732,0.9509
A729,A714,0.9256
A729,A720,0.924
A729,A717,0.9226
A729,A725,0.9003
A730,A723,0.9554
A730,A733,0.9529
A730,A721,0.9439
A730,A718,0.9301
A730,A726,0.8829
A731,A728,0.9953
A731,A727,0.9389
A731,A742,0.936
A731,A734,0.8758
A731,A736,0.8722
A732,A729,0.9509
A732,A717,0.9261
A732,A720,0.9224
A732,A714,0.9218
A732,A725,0.8993
A733,A730,0.9529
A733,A723,0.9526
A733,A721,0.9409
A733,A718,0.9321
A733,A726,0.8804
A734,A738,0.9425
A734,A727,0.9119
A734,A742,0.9091
A734,A736,0.8917
A734,A743,0.8886
A735,A744,0.9224
A735,A738,0.8341
A735,A734,0.8213
A735,A715,0.818
A735,A644,0.8142
A736,A743,0.997
A736,A727,0.9078
A736,A742,0.9052
A736,A734,0.8917
A736,A740,0.8728
A737,A712,0.9005
A737,A729,0.8862
A737,A732,0.8859
A737,A717,0.8804
A737,A720,0.8803
A738,A734,0.9425
A738,A742,0.8838
A738,A727,0.88
A738,A743,0.8665
A738,A736,0.8633
A739,A741,0.936
A739,A721,0.8151
A739,A723,0.8123
A739,A733,0.8115
A739,A730,0.8111
A740,A742,0.8941
A740,A727,0.89
A740,A743,0.876
A740,A734,0.8757
A740,A736,0.8728
A741,A739,0.936
A741,A721,0.8133
A741,A733,0.8106
A741,A723,0.8096
A741,A730,0.8089
A742,A727,0.9966
A742,A728,0.9364
A742,A731,0.936
A742,A734,0.9091
A742,A743,0.9081
A743,A736,0.997
A743,A742,0.9081
A743,A727,0.9044
A743,A734,0.8886
A743,A740,0.876
A744,A735,0.9224
A744,A755,0.8265
A744,A743,0.8248
A744,A736,0.824
A744,A656,0.8194
A745,A754,0.8503
A745,A693,0.7576
A745,A749,0.7486
A745,A698,0.7429
A745,A752,0.7414
A746,A752,0.8954
A746,A749,0.8881
A746,A753,0.8858
A746,A748,0.8814
A746,A747,0.8777
A747,A696,0.9222
A747,A753,0.896
A747,A590,0.8901
A747,A752,0.8887
A747,A749,0.8881
A748,A697,0.9222
A748,A752,0.8911
A748,A749,0.8895
A748,A753,0.8863
A748,A746,0.8814
A749,A752,0.9887
A749,A753,0.987
A749,A698,0.9185
A749,A703,0.9118
A749,A704,0.9109
A750,A699,0.9261
A750,A749,0.8757
A750,A752,0.8732
A750,A753,0.8715
A750,A751,0.856
A751,A700,0.9237
A751,A749,0.8826
A751,A752,0.8813
A751,A753,0.879
A751,A748,0.8662
A752,A753,0.9919
A752,A749,0.9887
A752,A703,0.9188
A752,A704,0.9121
A752,A698,0.9057
A753,A752,0.9919
A753,A749,0.987
A753,A704,0.9188
A753,A703,0.9116
A753,A698,0.9036
A754,A756,0.8591
A754,A745,0.8503
A754,A707,0.8295
A754,A705,0.8103
A754,A752,0.7908
A755,A752,0.8847
A755,A641,0.8829
A755,A753,0.8825
A755,A656,0.8803
A755,A706,0.8793
A756,A707,0.9629
A756,A811,0.8823
A756,A608,0.8767
A756,A754,0.8591
A756,A708,0.8568
A757,A709,0.9726
A757,A701,0.9677
A757,A596,0.9163
A757,A612,0.9051
A757,A597,0.9037
A758,A574,0.6074
A758,A759,0.5981
A758,A710,0.5859
A758,A706,0.5828
A758,A757,0.5629
A759,A710,0.9019
A759,A706,0.8973
A759,A603,0.8642
A759,A614,0.8634
A759,A757,0.8385
A760,A761,0.874
A760,A770,0.8737
A760,A766,0.8664
A760,A772,0.862
A760,A764,0.8606
A761,A771,0.9052
A761,A767,0.8937
A761,A773,0.8934
A761,A765,0.8924
A761,A763,0.8842
A762,A772,0.8731
A762,A763,0.8722
A762,A766,0.8661
A762,A770,0.8648
A762,A764,0.8556
A763,A773,0.9057
A763,A771,0.8974
A763,A767,0.894
A763,A765,0.8854
A763,A761,0.8842
A764,A765,0.8726
A764,A766,0.8693
A764,A770,0.8682
A764,A772,0.8637
A764,A760,0.8606
A765,A771,0.9001
A765,A767,0.8966
A765,A773,0.895
A765,A761,0.8924
A765,A763,0.8854
A766,A770,0.9889
A766,A772,0.988
A766,A727,0.8717
A766,A742,0.8712
A766,A764,0.8693
A767,A771,0.9894
A767,A773,0.9881
A767,A765,0.8966
A767,A763,0.894
A767,A761,0.8937
A768,A769,0.8802
A768,A766,0.8646
A768,A770,0.8611
A768,A772,0.861
A768,A764,0.8466
A769,A767,0.8912
A769,A771,0.8908
A769,A773,0.8904
A769,A768,0.8802
A769,A765,0.8749
A770,A772,0.9919
A770,A766,0.9889
A770,A727,0.8768
A770,A742,0.8756
A770,A760,0.8737
A771,A773,0.9926
A771,A767,0.9894
A771,A761,0.9052
A771,A765,0.9001
A771,A763,0.8974
A772,A770,0.9919
A772,A766,0.988
A772,A727,0.8773
A772,A742,0.8766
A772,A762,0.8731
A773,A771,0.9926
A773,A767,0.9881
A773,A763,0.9057
A773,A765,0.895
A773,A761,0.8934
A774,A976,0.7986
A774,A977,0.7731
A774,A978,0.7731
A774,A992,0.7522
A774,A984,0.7473
A775,A799,0.9211
A775,A807,0.9195
A775,A797,0.9195
A775,A777,0.9181
A775,A779,0.9179
A776,A823,0.9829
A776,A824,0.9829
A776,A825,0.9829
A776,A826,0.9829
